ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,labPct,conPct,labPct15,conPct15,labChg,conChg,conLabSwing
W07000049,W92000004,Aberavon,West Glamorgan,Wales,Wales,County,09/06/2017 02:41,Lab hold,Lab,Con,49892,33268,57,16761,5901,22662,599,1345,0,0,2761,0,0,0,0,0,0,0,0.681195142,0.17737766,0.489039749,0.118706976,0.192155394,0.058670684,0.066742355
W07000058,W92000004,Aberconwy,Clwyd,Wales,Wales,County,09/06/2017 02:31,Con hold,Con,Lab,45251,32150,78,635,14337,13702,941,0,0,0,3170,0,0,0,0,0,0,0,0.426189736,0.445940902,0.282406793,0.415052408,0.143782942,0.030888494,0.056447224
S14000001,S92000003,Aberdeen North,Scotland,Scotland,Scotland,Borough,09/06/2017 02:26,SNP hold,SNP,Lab,62130,36757,55,4139,8341,11031,1693,0,0,15170,0,0,0,0,0,0,522,0,0.300106102,0.226922763,0.259400036,0.120721049,0.040706066,0.106201714,-0.032747824
S14000002,S92000003,Aberdeen South,Scotland,Scotland,Scotland,Borough,09/06/2017 03:08,Con gain from SNP,Con,SNP,64964,44493,63,4752,18746,9143,2610,0,0,13994,0,0,0,0,0,0,0,0,0.205492999,0.421324703,0.267574303,0.228357809,-0.062081304,0.192966893,-0.127524099
S14000003,S92000003,Airdrie and Shotts,Scotland,Scotland,Scotland,County,09/06/2017 03:10,SNP hold,SNP,Lab,64146,38002,47,195,8813,14096,802,0,0,14291,0,0,0,0,0,0,0,0,0.370927846,0.231908847,0.341146186,0.076525313,0.02978166,0.155383534,-0.062800937
E14000530,E12000008,Aldershot,Hampshire,South East,England,Borough,09/06/2017 02:25,Con hold,Con,Lab,76205,48950,102,11473,26950,15477,3637,1796,1090,0,0,0,0,0,0,0,0,0,0.316179775,0.550561798,0.183325756,0.505921067,0.132854019,0.044640731,0.044106644
E14000531,E12000005,Aldridge-Brownhills,West Midlands,West Midlands,England,Borough,09/06/2017 03:16,Con hold,Con,Lab,60363,40235,87,14307,26317,12010,1343,0,0,0,0,0,0,0,0,0,565,0,0.298496334,0.654082267,0.223687875,0.520495227,0.074808459,0.133587039,-0.02938929
E14000532,E12000002,Altrincham and Sale West,Greater Manchester,North West,England,Borough,09/06/2017 03:56,Con hold,Con,Lab,73226,52790,132,6426,26933,20507,4051,0,1000,0,0,0,0,0,0,0,299,0,0.388463724,0.510191324,0.266860661,0.529940416,0.121603063,-0.019749092,0.070676078
W07000043,W92000004,Alyn and Deeside,Clwyd,Wales,Wales,County,09/06/2017 02:41,Lab hold,Lab,Con,63013,44760,84,5235,18080,23315,1077,1117,0,0,1171,0,0,0,0,0,0,0,0.520889187,0.403932082,0.40034855,0.31943167,0.120540637,0.084500413,0.018020112
E14000533,E12000004,Amber Valley,Derbyshire,East Midlands,England,County,09/06/2017 02:22,Con hold,Con,Lab,68065,45811,99,8300,25905,17605,1100,0,650,0,0,0,0,0,0,0,551,0,0.384296348,0.565475541,0.347813724,0.439792637,0.036482624,0.125682903,-0.04460014
S14000004,S92000003,Angus,Scotland,Scotland,Scotland,County,09/06/2017 01:52,Con gain from SNP,Con,SNP,63840,40192,65,2645,18148,5233,1308,0,0,15503,0,0,0,0,0,0,0,0,0.13020004,0.451532643,0.088097111,0.289985388,0.042102928,0.161547255,-0.059722163
W07000057,W92000004,Arfon,Gwynedd,Wales,Wales,County,09/06/2017 01:59,PC hold,PC,Lab,41367,28208,67,92,4614,11427,648,0,0,0,11519,0,0,0,0,0,0,0,0.405097845,0.163570618,0.302641875,0.131199463,0.10245597,0.032371155,0.035042407
S14000005,S92000003,Argyll and Bute,Scotland,Scotland,Scotland,County,09/06/2017 04:56,SNP hold,SNP,Con,67230,48069,69,1328,15976,6044,8745,0,0,17304,0,0,0,0,0,0,0,0,0.125735921,0.332355572,0.10396469,0.149046894,0.021771231,0.183308678,-0.080768723
E14000534,E12000008,Arundel and South Downs,West Sussex,South East,England,County,09/06/2017 05:13,Con hold,Con,Lab,79478,60256,154,23883,37573,13690,4783,1668,2542,0,0,0,0,0,0,0,0,0,0.227197292,0.62355616,0.111974786,0.607875772,0.115222505,0.015680388,0.049771059
E14000535,E12000004,Ashfield,Nottinghamshire,East Midlands,England,County,09/06/2017 05:45,Lab hold,Lab,Con,78076,49993,62,441,20844,21285,969,1885,398,0,0,0,0,0,0,0,4612,0,0.425759606,0.416938371,0.410217469,0.224176844,0.015542137,0.192761527,-0.088609695
E14000536,E12000008,Ashford,Kent,South East,England,County,09/06/2017 02:56,Con hold,Con,Lab,87387,59879,135,17478,35318,17840,3101,2218,1402,0,0,0,0,0,0,0,0,0,0.297934167,0.589822809,0.184410514,0.524541588,0.113523653,0.065281221,0.024121216
E14000537,E12000002,Ashton-Under-Lyne,Greater Manchester,North West,England,Borough,09/06/2017 03:58,Lab hold,Lab,Con,67674,39773,81,11295,12710,24005,646,1878,534,0,0,0,0,0,0,0,0,0,0.603550147,0.319563523,0.49761036,0.22123439,0.105939787,0.098329133,0.003805327
E14000538,E12000008,Aylesbury,Buckinghamshire,South East,England,County,09/06/2017 04:08,Con hold,Con,Lab,82546,58783,122,14656,32313,17657,5660,1296,1237,0,0,0,0,0,0,0,620,0,0.300375959,0.549699743,0.151410166,0.506739566,0.148965793,0.042960177,0.053002808
S14000006,S92000003,"Ayr, Carrick and Cumnock",Scotland,Scotland,Scotland,County,09/06/2017 03:08,Con gain from SNP,Con,SNP,71241,46222,74,2774,18550,11024,872,0,0,15776,0,0,0,0,0,0,0,0,0.238501147,0.401324045,0.27250091,0.198337451,-0.033999763,0.202986593,-0.118493178
E14000539,E12000008,Banbury,Oxfordshire,South East,England,County,09/06/2017 04:13,Con hold,Con,Lab,83824,61562,115,12399,33388,20989,3452,1581,1225,0,0,0,0,0,0,0,927,0,0.34094084,0.542347552,0.212970625,0.530082058,0.127970215,0.012265494,0.05785236
S14000007,S92000003,Banff and Buchan,Scotland,Scotland,Scotland,County,09/06/2017 04:38,Con gain from SNP,Con,SNP,67601,41643,46,3693,19976,3936,1448,0,0,16283,0,0,0,0,0,0,0,0,0.094517686,0.479696468,0.058011352,0.28815008,0.036506334,0.191546388,-0.077520027
E14000540,E12000007,Barking,London,London,England,Borough,09/06/2017 03:31,Lab hold,Lab,Con,77022,47679,103,21608,10711,32319,599,3031,724,0,0,0,0,0,0,0,295,0,0.677845592,0.224648168,0.576798866,0.163077066,0.101046726,0.061571102,0.019737812
E14000541,E12000003,Barnsley Central,South Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 02:34,Lab hold,Lab,Con,64204,39087,66,15546,9436,24982,549,3339,570,0,0,0,0,0,0,0,211,0,0.639138332,0.241410188,0.557330416,0.150027352,0.081807917,0.091382835,-0.004787459
E14000542,E12000003,Barnsley East,South Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 02:11,Lab hold,Lab,Con,69214,40776,91,13283,10997,24280,750,3247,0,0,0,0,0,0,0,0,1502,0,0.595448303,0.269692957,0.547264844,0.145961523,0.048183459,0.123731433,-0.037773987
E14000543,E12000002,Barrow and Furness,Cumbria,North West,England,County,09/06/2017 04:42,Lab hold,Lab,Con,69474,47590,60,209,22383,22592,1278,962,375,0,0,0,0,0,0,0,0,0,0.47472158,0.470329901,0.42333911,0.404968226,0.05138247,0.065361675,-0.006989602
E14000544,E12000006,Basildon and Billericay,Essex,East,England,Borough,09/06/2017 00:43,Con hold,Con,Lab,69149,44918,121,13400,27381,13981,1548,2008,0,0,0,0,0,0,0,0,0,0,0.311256067,0.609577452,0.236729571,0.526819745,0.074526495,0.082757707,-0.004115606
E14000545,E12000008,Basingstoke,Hampshire,South East,England,Borough,09/06/2017 05:49,Con hold,Con,Lab,81875,55960,138,9466,29510,20044,3406,1681,1106,0,0,0,0,0,0,0,213,0,0.358184417,0.527340958,0.277074384,0.485511342,0.081110034,0.041829616,0.019640209
E14000546,E12000004,Bassetlaw,Nottinghamshire,East Midlands,England,County,09/06/2017 03:52,Lab hold,Lab,Con,78540,52250,127,4852,22615,27467,1154,0,0,0,0,0,0,0,0,0,1014,0,0.525684211,0.432822967,0.486213963,0.306802735,0.039470248,0.126020232,-0.043274992
E14000547,E12000009,Bath,Avon,South West,England,Borough,09/06/2017 03:15,LD gain from Con,LD,Con,66778,49583,112,5694,17742,7279,23436,0,1126,0,0,0,0,0,0,0,0,0,0.146804348,0.357824254,0.131787055,0.378082134,0.015017294,-0.020257879,0.017637587
E14000548,E12000003,Batley and Spen,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:00,Lab hold,Lab,Con,80161,53780,128,8961,20883,29844,1224,0,695,0,0,0,0,0,0,0,1134,0,0.554927482,0.388304202,0.43237782,0.312387329,0.122549662,0.075916873,0.023316394
E14000549,E12000007,Battersea,London,London,England,Borough,09/06/2017 02:02,Lab gain from Con,Lab,Con,77574,55058,112,2416,22876,25292,4401,357,866,0,0,0,0,0,0,0,1266,0,0.459370119,0.415489121,0.368246752,0.523799259,0.091123367,-0.108310139,0.099716753
E14000550,E12000008,Beaconsfield,Buckinghamshire,South East,England,County,09/06/2017 03:03,Con hold,Con,Lab,77524,56028,109,24543,36559,12016,4448,1609,1396,0,0,0,0,0,0,0,0,0,0.214464196,0.652513029,0.114252394,0.632413521,0.100211803,0.020099509,0.040056147
E14000551,E12000007,Beckenham,London,London,England,Borough,09/06/2017 04:31,Con hold,Con,Lab,67925,51630,182,15087,30632,15545,4073,0,1380,0,0,0,0,0,0,0,0,0,0.301084641,0.59329847,0.194332316,0.572813147,0.106752325,0.020485323,0.043133501
E14000552,E12000006,Bedford,Bedfordshire,East,England,Borough,09/06/2017 03:14,Lab gain from Con,Lab,Con,71829,48480,176,789,21923,22712,2837,0,1008,0,0,0,0,0,0,0,0,0,0.468481848,0.452207096,0.402030986,0.42583431,0.066450863,0.026372786,0.020039038
N06000001,N92000002,Belfast East,Northern Ireland,Northern Ireland,Northern Ireland,Borough,09/06/2017 02:53,DUP hold,DUP,Alliance,63495,42890,93,8474,446,0,0,0,561,0,0,23917,894,167,1408,15443,54,0,0,0.010398694,0,0.028249584,0,-0.01785089,0.008925445
N06000002,N92000002,Belfast North,Northern Ireland,Northern Ireland,Northern Ireland,Borough,09/06/2017 03:09,DUP hold,DUP,SF,68249,45936,158,2081,0,0,0,0,644,0,0,21240,19159,2058,0,2475,360,0,0,0,0,0,0,0,0
N06000003,N92000002,Belfast South,Northern Ireland,Northern Ireland,Northern Ireland,Borough,09/06/2017 03:20,DUP gain from SDLP,DUP,SDLP,66105,43705,130,1996,246,0,0,0,2241,0,0,13299,7143,11303,1527,7946,0,0,0,0.005628647,0,0.014939549,0,-0.009310902,0.004655451
N06000004,N92000002,Belfast West,Northern Ireland,Northern Ireland,Northern Ireland,Borough,09/06/2017 02:18,SF hold,SF,DUP,62423,40633,190,21652,0,0,0,0,0,0,0,5455,27107,2860,0,731,4480,0,0,0,0,0.000962382,0,-0.000962382,0.000481191
E14000553,E12000007,Bermondsey and Old Southwark,London,London,England,Borough,09/06/2017 04:46,Lab hold,Lab,LD,87282,58521,148,12972,7581,31161,18189,838,639,0,0,0,0,0,0,0,113,0,0.532475522,0.129543241,0.430654947,0.117668793,0.101820575,0.011874448,0.044973063
S14000008,S92000003,"Berwickshire, Roxburgh and Selkirk",Scotland,Scotland,Scotland,County,09/06/2017 03:59,Con gain from SNP,Con,SNP,73191,52367,96,11060,28213,4519,2482,0,0,17153,0,0,0,0,0,0,0,0,0.086294804,0.538755323,0.049057015,0.360060322,0.037237789,0.178695001,-0.070728606
E14000554,E12000001,Berwick-Upon-Tweed,Northumberland,North East,England,County,09/06/2017 06:12,Con hold,Con,Lab,58807,42212,79,11781,22145,10364,8916,0,787,0,0,0,0,0,0,0,0,0,0.2455226,0.524613854,0.149469362,0.410731514,0.096053239,0.11388234,-0.00891455
E14000555,E12000007,Bethnal Green and Bow,London,London,England,Borough,09/06/2017 04:52,Lab hold,Lab,Con,86075,59825,275,35393,7576,42969,2982,894,1516,0,0,0,0,0,0,0,3888,0,0.718244881,0.126636022,0.611952989,0.152482806,0.106291892,-0.025846784,0.066069338
E14000556,E12000003,Beverley and Holderness,Humberside,Yorkshire and The Humber,England,County,09/06/2017 03:43,Con hold,Con,Lab,80657,55638,184,14042,32499,18457,2808,0,716,0,0,0,0,0,0,0,1158,0,0.331733707,0.584115173,0.249824402,0.481481481,0.081909306,0.102633692,-0.010362193
E14000557,E12000008,Bexhill and Battle,East Sussex,South East,England,County,09/06/2017 03:57,Con hold,Con,Lab,81331,59472,102,22165,36854,14689,4485,2006,1438,0,0,0,0,0,0,0,0,0,0.24699018,0.619686575,0.141203955,0.547738056,0.105786225,0.071948519,0.016918853
E14000558,E12000007,Bexleyheath and Crayford,London,London,England,Borough,09/06/2017 03:41,Con hold,Con,Lab,65315,45189,92,9073,25113,16040,1201,1944,601,0,0,0,0,0,0,0,290,0,0.354953639,0.55573259,0.262126588,0.472542062,0.092827051,0.083190527,0.004818262
E14000559,E12000002,Birkenhead,Merseyside,North West,England,Borough,09/06/2017 01:25,Lab hold,Lab,Con,64484,43663,108,25514,8044,33558,1118,0,943,0,0,0,0,0,0,0,0,0,0.768568353,0.18422921,0.676170039,0.148579604,0.092398314,0.035649607,0.028374354
E14000560,E12000005,"Birmingham, Edgbaston",West Midlands,West Midlands,England,Borough,09/06/2017 02:50,Lab hold,Lab,Con,68091,43612,108,6917,17207,24124,1564,0,562,0,0,0,0,0,0,0,155,0,0.553150509,0.394547372,0.448453733,0.382922045,0.104696776,0.011625327,0.046535724
E14000561,E12000005,"Birmingham, Erdington",West Midlands,West Midlands,England,Borough,09/06/2017 02:56,Lab hold,Lab,Con,65067,37217,112,7285,14286,21571,750,0,610,0,0,0,0,0,0,0,0,0,0.57960072,0.38385684,0.456233422,0.308355438,0.123367298,0.075501402,0.023932948
E14000562,E12000005,"Birmingham, Hall Green",West Midlands,West Midlands,England,Borough,09/06/2017 03:41,Lab hold,Lab,Con,78271,54310,187,33944,8199,42143,3137,0,831,0,0,0,0,0,0,0,0,0,0.775971276,0.150966673,0.598286783,0.177039493,0.177684493,-0.02607282,0.101878657
E14000563,E12000005,"Birmingham, Hodge Hill",West Midlands,West Midlands,England,Borough,09/06/2017 03:35,Lab hold,Lab,Con,75698,46394,159,31026,6580,37606,805,1016,387,0,0,0,0,0,0,0,0,0,0.810578954,0.141828685,0.683959161,0.114695777,0.126619793,0.027132908,0.049743443
E14000564,E12000005,"Birmingham, Ladywood",West Midlands,West Midlands,England,Borough,09/06/2017 03:05,Lab hold,Lab,Con,70023,41307,155,28714,5452,34166,1156,0,533,0,0,0,0,0,0,0,0,0,0.827123732,0.131987314,0.736273527,0.127408397,0.090850205,0.004578917,0.043135644
E14000565,E12000005,"Birmingham, Northfield",West Midlands,West Midlands,England,Borough,09/06/2017 02:49,Lab hold,Lab,Con,72322,44348,151,4667,18929,23596,959,0,864,0,0,0,0,0,0,0,0,0,0.53206458,0.426828718,0.416217235,0.357127717,0.115847346,0.069701001,0.023073172
E14000566,E12000005,"Birmingham, Perry Barr",West Midlands,West Midlands,England,Borough,09/06/2017 03:57,Lab hold,Lab,Con,70106,44197,164,18383,11726,30109,1080,0,591,0,0,0,0,0,0,0,691,0,0.681245333,0.265312125,0.574333495,0.214953951,0.106911838,0.050358175,0.028276832
E14000567,E12000005,"Birmingham, Selly Oak",West Midlands,West Midlands,England,Borough,09/06/2017 03:20,Lab hold,Lab,Con,74370,48985,138,15207,15629,30836,1644,0,876,0,0,0,0,0,0,0,0,0,0.629498826,0.319056854,0.476531108,0.290038416,0.152967718,0.029018438,0.06197464
E14000568,E12000005,"Birmingham, Yardley",West Midlands,West Midlands,England,Borough,09/06/2017 02:50,Lab hold,Lab,Con,72581,44502,103,16574,8824,25398,7984,1916,280,0,0,0,0,0,0,0,100,0,0.570715923,0.198283223,0.416247479,0.139972297,0.154468444,0.058310926,0.048078759
E14000569,E12000001,Bishop Auckland,Durham,North East,England,County,09/06/2017 02:42,Lab hold,Lab,Con,67661,43281,78,502,20306,20808,1176,0,0,0,0,0,0,0,0,0,991,0,0.480765232,0.469166609,0.413998832,0.324938435,0.0667664,0.144228174,-0.038730887
E14000570,E12000002,Blackburn,Lancashire,North West,England,Borough,09/06/2017 02:20,Lab hold,Lab,Con,70664,47515,187,20368,12780,33148,709,0,0,0,0,0,0,0,0,0,878,0,0.697632327,0.268967694,0.562785518,0.272778927,0.134846809,-0.003811232,0.069329021
E14000571,E12000002,Blackley and Broughton,Greater Manchester,North West,England,Borough,09/06/2017 02:52,Lab hold,Lab,Con,71648,40113,101,19601,8657,28258,737,1825,462,0,0,0,0,0,0,0,174,0,0.704459901,0.215815322,0.619260617,0.150382626,0.085199284,0.065432696,0.009883294
E14000572,E12000002,Blackpool North and Cleveleys,Lancashire,North West,England,Borough,09/06/2017 02:31,Con hold,Con,Lab,63967,41007,59,2023,20255,18232,747,1392,381,0,0,0,0,0,0,0,0,0,0.444607018,0.493940059,0.359657807,0.444444444,0.084949211,0.049495615,0.017726798
E14000573,E12000002,Blackpool South,Lancashire,North West,England,Borough,09/06/2017 02:50,Lab hold,Lab,Con,58470,34953,44,2523,15058,17581,634,1339,341,0,0,0,0,0,0,0,0,0,0.502989729,0.430807084,0.417684055,0.337988655,0.085305674,0.092818429,-0.003756377
W07000072,W92000004,Blaenau Gwent,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:01,Lab hold,Lab,PC,51227,32384,35,11907,4783,18787,295,973,0,0,6880,0,0,0,0,0,666,0,0.580132164,0.147696393,0.580121832,0.107912761,1.03321E-05,0.039783632,-0.01988665
E14000574,E12000001,Blaydon,Tyne and Wear,North East,England,Borough,09/06/2017 02:16,Lab hold,Lab,Con,68459,48084,64,13477,13502,26979,4366,2459,583,0,0,0,0,0,0,0,195,0,0.561080609,0.280800266,0.491588036,0.17442585,0.069492573,0.106374416,-0.018440922
E14000575,E12000001,Blyth Valley,Northumberland,North East,England,Borough,09/06/2017 04:21,Lab hold,Lab,Con,63415,42490,70,7915,15855,23770,1947,0,918,0,0,0,0,0,0,0,0,0,0.559425747,0.373146623,0.463144484,0.216999038,0.096281263,0.156147585,-0.029933161
E14000576,E12000008,Bognor Regis and Littlehampton,West Sussex,South East,England,County,09/06/2017 03:25,Con hold,Con,Lab,75827,51352,98,17494,30276,12782,3352,1861,993,0,0,0,0,0,0,0,2088,0,0.248909487,0.589577816,0.138127175,0.513307581,0.110782312,0.076270235,0.017256039
E14000577,E12000004,Bolsover,Derbyshire,East Midlands,England,County,09/06/2017 04:19,Lab hold,Lab,Con,73429,46519,107,5288,18865,24153,1372,2129,0,0,0,0,0,0,0,0,0,0,0.519207206,0.405533223,0.51234147,0.244647484,0.006865736,0.160885739,-0.077010002
E14000578,E12000002,Bolton North East,Greater Manchester,North West,England,Borough,09/06/2017 02:41,Lab hold,Lab,Con,67233,45183,90,3797,19073,22870,1316,1567,357,0,0,0,0,0,0,0,0,0,0.506163823,0.422127791,0.429577628,0.328166632,0.076586195,0.09396116,-0.008687482
E14000579,E12000002,Bolton South East,Greater Manchester,North West,England,Borough,09/06/2017 03:09,Lab hold,Lab,Con,68886,42323,97,13126,12550,25676,781,2779,537,0,0,0,0,0,0,0,0,0,0.606667769,0.296529074,0.504503841,0.203445991,0.102163928,0.093083083,0.004540422
E14000580,E12000002,Bolton West,Greater Manchester,North West,England,County,09/06/2017 03:24,Con hold,Con,Lab,72797,51054,81,936,24459,23523,1485,1587,0,0,0,0,0,0,0,0,0,0,0.460747444,0.479080973,0.389837833,0.406322028,0.07090961,0.072758945,-0.000924667
E14000581,E12000002,Bootle,Merseyside,North West,England,Borough,09/06/2017 02:21,Lab hold,Lab,Con,72872,50288,163,36200,6059,42259,837,0,709,0,0,0,0,0,0,0,424,0,0.840339644,0.120486001,0.744573884,0.080594437,0.09576576,0.039891564,0.027937098
E14000582,E12000004,Boston and Skegness,Lincolnshire,East Midlands,England,County,09/06/2017 03:30,Con hold,Con,Lab,68402,42879,92,16572,27271,10699,771,3308,547,0,0,0,0,0,0,0,283,0,0.24951608,0.635998974,0.164793835,0.437965804,0.084722245,0.198033169,-0.056655462
E14000583,E12000004,Bosworth,Leicestershire,East Midlands,England,County,09/06/2017 03:02,Con hold,Con,Lab,81661,56168,133,18351,31864,13513,9744,0,1047,0,0,0,0,0,0,0,0,0,0.240581826,0.567298106,0.174573551,0.428110186,0.066008275,0.139187919,-0.036589822
E14000584,E12000009,Bournemouth East,Dorset,South West,England,Borough,09/06/2017 03:38,Con hold,Con,Lab,74591,48618,115,7937,25221,17284,3168,1405,1236,0,0,0,0,0,0,0,304,0,0.355506191,0.518758485,0.166149865,0.492114128,0.189356326,0.026644357,0.081355985
E14000585,E12000009,Bournemouth West,Dorset,South West,England,Borough,09/06/2017 03:32,Con hold,Con,Lab,73195,44507,147,7711,23812,16101,2929,0,1247,0,0,0,0,0,0,0,418,0,0.361763318,0.535016964,0.176812774,0.482488689,0.184950544,0.052528275,0.066211135
E14000586,E12000008,Bracknell,Berkshire,South East,England,County,09/06/2017 02:02,Con hold,Con,Lab,79199,55892,146,16016,32882,16866,4186,1521,0,0,0,0,0,0,0,0,437,0,0.301760538,0.588313175,0.16870738,0.557698828,0.133053158,0.030614347,0.051219405
E14000587,E12000003,Bradford East,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:17,Lab hold,Lab,Con,70389,45622,78,20540,9291,29831,843,1372,289,0,0,0,0,0,0,0,3996,0,0.653873131,0.203651747,0.466405835,0.1130754,0.187467296,0.090576347,0.048445475
E14000588,E12000003,Bradford South,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 03:17,Lab hold,Lab,Con,67752,41049,62,6700,15664,22364,516,1758,370,0,0,0,0,0,0,0,377,0,0.544812297,0.381592731,0.434255319,0.262712766,0.110556978,0.118879965,-0.004161493
E14000589,E12000003,Bradford West,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:00,Lab hold,Lab,Con,67568,45528,221,21902,7542,29444,712,885,481,0,0,0,0,0,0,0,6464,0,0.646722896,0.165656299,0.495830231,0.152891536,0.150892665,0.012764763,0.069063951
E14000590,E12000006,Braintree,Essex,East,England,County,09/06/2017 03:55,Con hold,Con,Lab,75316,52326,74,18422,32873,14451,2251,1835,916,0,0,0,0,0,0,0,0,0,0.276172457,0.62823453,0.184873615,0.53837281,0.091298842,0.08986172,0.000718561
W07000068,W92000004,Brecon and Radnorshire,Powys,Wales,Wales,County,09/06/2017 02:37,Con hold,Con,LD,56010,41334,63,8038,20081,7335,12043,576,0,0,1299,0,0,0,0,0,0,0,0.177456815,0.485822809,0.147327444,0.410565454,0.030129371,0.075257355,-0.022563992
E14000591,E12000007,Brent Central,London,London,England,Borough,09/06/2017 03:49,Lab hold,Lab,Con,80499,52296,199,27997,10211,38208,2519,556,802,0,0,0,0,0,0,0,0,0,0.730610372,0.195253939,0.621194081,0.203414696,0.109416291,-0.008160757,0.058788524
E14000593,E12000007,Brentford and Isleworth,London,London,England,Borough,09/06/2017 03:32,Lab hold,Lab,Con,85164,61629,156,12182,23182,35364,3083,0,0,0,0,0,0,0,0,0,0,0,0.573820766,0.376154083,0.437555575,0.429448174,0.136265191,-0.05329409,0.094779641
E14000592,E12000007,Brent North,London,London,England,Borough,09/06/2017 04:03,Lab hold,Lab,Con,82567,56444,203,17061,18435,35496,1614,0,660,0,0,0,0,0,0,0,239,0,0.628871093,0.326606902,0.542758687,0.335349861,0.086112407,-0.008742959,0.047427683
E14000594,E12000006,Brentwood and Ongar,Essex,East,England,County,09/06/2017 03:27,Con hold,Con,Lab,75067,52910,107,24002,34811,10809,4426,1845,915,0,0,0,0,0,0,0,104,0,0.204290304,0.657928558,0.125093936,0.588357709,0.079196368,0.069570849,0.004812759
W07000073,W92000004,Bridgend,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:24,Lab hold,Lab,Con,62185,43255,55,4700,17213,21913,919,781,0,0,1783,0,0,0,0,0,646,0,0.506600393,0.397942434,0.370668897,0.32182597,0.135931496,0.076116464,0.029907516
E14000595,E12000009,Bridgwater and West Somerset,Somerset,South West,England,County,09/06/2017 04:33,Con hold,Con,Lab,89294,58267,131,15448,32111,16663,6332,2102,1059,0,0,0,0,0,0,0,0,0,0.285976625,0.551100966,0.176116223,0.459529451,0.109860402,0.091571516,0.009144443
E14000596,E12000003,Brigg and Goole,Humberside,Yorkshire and The Humber,England,County,09/06/2017 04:13,Con hold,Con,Lab,66069,45057,60,12363,27219,14856,836,1596,550,0,0,0,0,0,0,0,0,0,0.329715693,0.604101471,0.272012942,0.530298128,0.057702751,0.073803343,-0.008050296
E14000597,E12000008,"Brighton, Kemptown",East Sussex,South East,England,Borough,09/06/2017 04:42,Lab gain from Con,Lab,Con,67893,49207,154,9868,18835,28703,1457,0,0,0,0,0,0,0,0,0,212,0,0.583311317,0.382770744,0.391515473,0.406745243,0.191795845,-0.023974499,0.107885172
E14000598,E12000008,"Brighton, Pavilion",East Sussex,South East,England,Borough,09/06/2017 06:04,Green hold,Green,Lab,75486,57687,154,14699,11082,15450,0,630,30149,0,0,0,0,0,0,0,376,0,0.26782464,0.192105674,0.272587607,0.227668447,-0.004762967,-0.035562773,0.015399903
E14000599,E12000009,Bristol East,Avon,South West,England,Borough,09/06/2017 02:41,Lab hold,Lab,Con,72415,50799,133,13394,17453,30847,1389,0,1110,0,0,0,0,0,0,0,0,0,0.607236363,0.343569755,0.392703352,0.306580399,0.214533011,0.036989356,0.088771828
E14000600,E12000009,Bristol North West,Avon,South West,England,Borough,09/06/2017 02:55,Lab gain from Con,Lab,Con,75434,54096,132,4761,22639,27400,2814,0,1243,0,0,0,0,0,0,0,0,0,0.506506951,0.418496747,0.344040151,0.439474954,0.1624668,-0.020978208,0.091722504
E14000601,E12000009,Bristol South,Avon,South West,England,Borough,09/06/2017 02:31,Lab hold,Lab,Con,83012,54382,112,15987,16679,32666,1821,1672,1428,0,0,0,0,0,0,0,116,0,0.600676694,0.306700747,0.383639511,0.243440463,0.217037184,0.063260284,0.07688845
E14000602,E12000009,Bristol West,Avon,South West,England,Borough,09/06/2017 02:56,Lab hold,Lab,Con,93003,71608,174,37336,9877,47213,5201,0,9216,0,0,0,0,0,0,0,101,0,0.659325774,0.137931516,0.356597839,0.151857735,0.302727935,-0.013926219,0.158327077
E14000603,E12000006,Broadland,Norfolk,East,England,County,09/06/2017 04:48,Con hold,Con,Lab,77334,55971,104,15816,32406,16590,4449,1594,932,0,0,0,0,0,0,0,0,0,0.296403495,0.5789784,0.187797849,0.504963363,0.108605646,0.074015036,0.017295305
E14000604,E12000007,Bromley and Chislehurst,London,London,England,Borough,09/06/2017 04:07,Con hold,Con,Lab,65117,46662,119,9590,25175,15585,3369,1383,1150,0,0,0,0,0,0,0,0,0,0.333997685,0.539518238,0.221917124,0.529728135,0.112080561,0.009790102,0.051145229
E14000605,E12000005,Bromsgrove,Hereford and Worcester,West Midlands,England,County,09/06/2017 02:36,Con hold,Con,Lab,73571,54040,206,16573,33493,16920,2488,0,1139,0,0,0,0,0,0,0,0,0,0.313101406,0.619781643,0.222107379,0.538482151,0.090994028,0.081299492,0.004847268
E14000606,E12000006,Broxbourne,Hertfordshire,East,England,Borough,09/06/2017 00:36,Con hold,Con,Lab,73502,47485,102,15792,29515,13723,1481,1918,848,0,0,0,0,0,0,0,0,0,0.288996525,0.621564705,0.184034417,0.560511907,0.104962108,0.061052798,0.021954655
